f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.334784,0.9459015,3.7460623e-07,0.40938288,0.8333715,-0.027862227,0.44113392,0.6659731,-0.037895307,0.43657556,0.5310241,-0.048061587,0.43470216,0.42086768,-0.057730157,0.38025752,0.4608488,-0.008211151,0.3746004,0.2957006,-0.034117855,0.36698297,0.19646382,-0.058334727,0.3576696,0.108112216,-0.076232724,0.33476397,0.46080482,-0.015731664,0.32774276,0.26375237,-0.039072108,0.31924477,0.13518742,-0.06158935,0.30951855,0.02744037,-0.07787545,0.29412457,0.49775943,-0.029242279,0.28323942,0.3047865,-0.053823203,0.2757071,0.18099639,-0.07180393,0.2682445,0.074303985,-0.08374245,0.25390837,0.5694363,-0.04613771,0.24109304,0.4214084,-0.07112996,0.2354303,0.3184629,-0.08297853,0.2312007,0.22114602,-0.09000497,1
0.34337276,0.94425595,3.1105375e-07,0.41655746,0.8281727,-0.020342344,0.44533712,0.6618191,-0.028726159,0.4442594,0.533248,-0.03866237,0.4371779,0.42999816,-0.049023114,0.39309555,0.46355394,-0.008651675,0.38687092,0.2941991,-0.03437415,0.37927926,0.19396174,-0.05759392,0.36882073,0.10248539,-0.07497997,0.3516187,0.4647568,-0.020374382,0.34431547,0.26417193,-0.044090778,0.33688733,0.13579759,-0.06603007,0.32701764,0.025040865,-0.08210224,0.31379938,0.50219107,-0.03700106,0.30238643,0.3063925,-0.061042655,0.29656398,0.18150574,-0.07764454,0.2896093,0.0719102,-0.08900689,0.27655458,0.5722219,-0.056382596,0.2647596,0.4183756,-0.08013503,0.26006147,0.31339583,-0.090481326,0.2565833,0.214436,-0.09695045,1
0.35351253,0.9416758,2.7649327e-07,0.42424238,0.8286811,-0.018554885,0.45171273,0.66329634,-0.025005179,0.44721058,0.53858775,-0.0335579,0.4379583,0.43483052,-0.042325728,0.40498236,0.4685742,-0.0022807752,0.39940572,0.29972887,-0.025794076,0.39289188,0.20044163,-0.047422197,0.3833014,0.110633045,-0.06387635,0.36773747,0.4665531,-0.014325666,0.364203,0.26634872,-0.036248088,0.3601146,0.14266303,-0.057518832,0.35337836,0.035063267,-0.07327727,0.33221254,0.4983566,-0.031623133,0.32677156,0.3019513,-0.054555528,0.3237973,0.1790312,-0.07198207,0.3191801,0.07098055,-0.084219284,0.29566458,0.5617726,-0.05159728,0.2887203,0.40980697,-0.07414531,0.28668478,0.30627108,-0.08522928,0.28508958,0.20826507,-0.092908785,1
0.35768506,0.9458394,2.1357161e-07,0.4278442,0.8210746,-0.011646134,0.45269102,0.6533272,-0.015005916,0.4444877,0.5303219,-0.022008255,0.4367864,0.428985,-0.029155267,0.40718946,0.4757801,0.0067346296,0.40370116,0.30635607,-0.014211333,0.40084863,0.20754474,-0.034453686,0.39477053,0.11575651,-0.050502677,0.3754178,0.47321823,-0.008314663,0.37323174,0.2762507,-0.02874966,0.36998144,0.15453044,-0.05022855,0.3637787,0.04346028,-0.066527,0.34445423,0.5026295,-0.028371379,0.34191793,0.3081509,-0.050922666,0.34187692,0.1879066,-0.07003935,0.3377381,0.08167055,-0.08363533,0.31262404,0.56351453,-0.050436582,0.31061023,0.41411084,-0.07297607,0.3103876,0.3096913,-0.085772716,0.30805498,0.21155822,-0.0951372,1
0.35670504,0.9340317,2.5248508e-07,0.4268156,0.80275834,0.0023947968,0.43809563,0.6275286,0.004985253,0.43084568,0.5156969,0.0009595981,0.42892343,0.4244632,-0.004006269,0.40696266,0.46441165,0.015085906,0.40957075,0.3060508,-0.0034608978,0.410037,0.20518577,-0.022317855,0.4062877,0.11488405,-0.038343865,0.37667987,0.46852767,-0.0071418206,0.37860152,0.27798554,-0.02673236,0.3773047,0.15421966,-0.048396483,0.37287864,0.046081573,-0.06565596,0.34802082,0.5057842,-0.03314433,0.34674826,0.32551077,-0.056226466,0.3491784,0.21062425,-0.07767946,0.34783626,0.11044073,-0.09404838,0.3228768,0.5714589,-0.059810113,0.33615446,0.44147182,-0.081948265,0.34783158,0.34654766,-0.097004056,0.35748342,0.25623178,-0.10972818,1
0.35764262,0.9232234,2.2054923e-07,0.43018743,0.77189213,0.015569728,0.4311487,0.6074143,0.021861162,0.4224377,0.50903285,0.017619405,0.42540228,0.42027575,0.011330505,0.4036957,0.46495783,0.030772017,0.40986297,0.31419784,0.0113402605,0.41405472,0.2098509,-0.009552984,0.4132057,0.11642566,-0.027335484,0.38410112,0.4681313,0.0005429943,0.3921781,0.28251436,-0.02162496,0.39406893,0.15415442,-0.04743993,0.39000165,0.038171887,-0.067776814,0.3638081,0.4976147,-0.033321217,0.3713786,0.3187516,-0.058556147,0.37565377,0.1958836,-0.08426937,0.37294358,0.08681014,-0.10344246,0.3455515,0.55047226,-0.06676766,0.3588366,0.41766956,-0.09001301,0.3637176,0.31568843,-0.10742069,0.3645942,0.2205436,-0.12217349,1
0.35701504,0.91583633,1.8552814e-07,0.43353465,0.75942284,0.034331515,0.43738234,0.59352076,0.04687108,0.435641,0.4896891,0.046285547,0.44285253,0.4033137,0.04379992,0.3671253,0.47421908,0.035681337,0.39119506,0.3268818,0.017929481,0.40459687,0.21319517,0.0016374264,0.41047248,0.11899328,-0.013521035,0.3517025,0.48035502,-0.0026934617,0.3862721,0.29194465,-0.031204626,0.3978472,0.15623155,-0.05574496,0.39899504,0.02834016,-0.07319813,0.34919053,0.507652,-0.041670986,0.38370082,0.32246637,-0.070488326,0.39542612,0.19580185,-0.090930894,0.39517668,0.07419965,-0.10490642,0.3603097,0.55309755,-0.078463145,0.3842043,0.40959463,-0.10389817,0.3880847,0.3042323,-0.11932276,0.3872937,0.20555574,-0.13123524,1
0.34439906,0.92325157,2.2147906e-07,0.39561722,0.7793157,0.057482902,0.40738818,0.6200387,0.07680259,0.42732948,0.51495314,0.07871336,0.44854045,0.4420354,0.078337885,0.34750152,0.4977331,0.0538814,0.38398638,0.34152544,0.04690925,0.40551165,0.23417225,0.038741324,0.4223664,0.14772472,0.028719433,0.33978462,0.5027415,0.0059452727,0.37722522,0.29186958,-0.01438794,0.3967697,0.15932557,-0.031699616,0.40980026,0.040486872,-0.04253304,0.35454345,0.5318251,-0.039375853,0.38648826,0.3134322,-0.056948885,0.4036122,0.19370908,-0.063610114,0.40851188,0.078069985,-0.0675176,0.39041844,0.5796021,-0.08102774,0.41287562,0.41149086,-0.09445629,0.41779852,0.3045044,-0.097606935,0.42027867,0.20083305,-0.09967824,1
0.3487794,0.92026615,3.6302777e-07,0.35283008,0.75146085,0.06730572,0.35316724,0.6095619,0.083465554,0.37711012,0.52138174,0.082474455,0.40437737,0.46427876,0.0781795,0.3300305,0.49913472,0.035449296,0.38291246,0.3247531,0.026380867,0.41194448,0.22624448,0.024347031,0.4350539,0.14715034,0.020904262,0.33943203,0.5055184,-0.015002259,0.38513833,0.28226334,-0.041683003,0.41073903,0.15114912,-0.0543112,0.42744648,0.044236064,-0.059993763,0.3636288,0.5409669,-0.059706073,0.40008864,0.31577826,-0.07990414,0.41967073,0.19635555,-0.08178246,0.4300936,0.09146935,-0.08075507,0.40680766,0.59682965,-0.09858099,0.43396235,0.41848096,-0.10948394,0.4476393,0.3177613,-0.1071827,0.46022832,0.22666237,-0.10446251,1
0.3517909,0.90005314,3.8878107e-07,0.35598537,0.7305303,0.054578874,0.35983688,0.57760406,0.06452169,0.38863316,0.48466963,0.059579674,0.42341262,0.41935065,0.05032521,0.32529613,0.4696453,0.020216456,0.37752217,0.28593042,0.005738016,0.4051539,0.18194693,-0.0028273913,0.42461857,0.09595606,-0.01013452,0.33749473,0.48986053,-0.025945384,0.3866377,0.2694035,-0.04283652,0.41274947,0.14560744,-0.055026103,0.42849293,0.043274313,-0.06395347,0.36646208,0.5316553,-0.068114266,0.40529934,0.3061108,-0.083737515,0.42433405,0.18229523,-0.09227019,0.43210503,0.07763246,-0.09928121,0.41392738,0.5871209,-0.10549951,0.4400469,0.41170716,-0.11853614,0.45229924,0.31016323,-0.1213332,0.46233854,0.21867019,-0.12379071,1
0.35015887,0.8919915,5.090791e-07,0.3331898,0.71262735,0.046813995,0.33569998,0.56213015,0.05156978,0.3625271,0.47012836,0.043416306,0.3983178,0.4090853,0.031986367,0.3171996,0.46364504,0.011275206,0.36383805,0.26739,-0.006069256,0.39366105,0.15998998,-0.015504892,0.4142604,0.072303236,-0.021457352,0.3391143,0.48515707,-0.029026536,0.38793802,0.26009628,-0.045278527,0.41627663,0.13896582,-0.05410015,0.4336303,0.042788893,-0.05994109,0.37419462,0.52715635,-0.06557943,0.42056733,0.31437647,-0.07798403,0.44232884,0.2066572,-0.07935169,0.4522772,0.121329755,-0.08027564,0.4241128,0.58888525,-0.098483175,0.45433444,0.41231745,-0.10535074,0.46745697,0.31720948,-0.1007883,0.47626418,0.23466659,-0.09679525,1
0.34879792,0.89638674,4.2372048e-07,0.32279977,0.7188723,0.04994686,0.32028875,0.56965846,0.057843804,0.3455249,0.47652954,0.053748425,0.38474262,0.42336813,0.046078343,0.31013206,0.47157407,0.010882522,0.352205,0.27761942,-0.0036407206,0.37711275,0.16910866,-0.010466111,0.39385745,0.083637506,-0.015128041,0.3391192,0.48845372,-0.028622324,0.38856414,0.258061,-0.0455165,0.41607246,0.13619268,-0.05273964,0.43291655,0.03808838,-0.056936618,0.37682286,0.5259804,-0.06361683,0.4262811,0.30218494,-0.078041166,0.44679976,0.18057922,-0.0813329,0.45645058,0.083990574,-0.082790375,0.4281299,0.5882711,-0.09387465,0.46406212,0.40247005,-0.10189303,0.47791678,0.302508,-0.09846468,0.48612022,0.21494699,-0.0950733,1
0.33729264,0.8977947,5.149894e-07,0.3047935,0.71928877,0.034521677,0.30479082,0.56660664,0.036357872,0.3364759,0.47076127,0.029080754,0.38014397,0.4206284,0.01917014,0.2934246,0.46890616,0.004654827,0.33927438,0.2759841,-0.010765617,0.3684585,0.17157373,-0.020008424,0.38914776,0.090242624,-0.02583202,0.33140102,0.4855627,-0.026199386,0.38077542,0.26303247,-0.03931049,0.40917456,0.14868751,-0.04696647,0.42694676,0.056412607,-0.051849313,0.37605888,0.52247536,-0.05377091,0.4191787,0.30454028,-0.06383227,0.43797514,0.1878773,-0.06522382,0.4471887,0.09493989,-0.06581077,0.42975813,0.58235323,-0.0782979,0.4598157,0.39899704,-0.08225045,0.47363085,0.3003837,-0.075633384,0.48245132,0.21389574,-0.06968702,1
0.3285451,0.88893235,4.4780413e-07,0.2921638,0.7212463,0.039662525,0.28335023,0.5738928,0.04390906,0.29729402,0.4653552,0.039365306,0.31353393,0.41309124,0.031318653,0.275783,0.45774764,-0.0012543221,0.32014024,0.27139056,-0.01760362,0.34893292,0.16946939,-0.02723632,0.36743876,0.08843234,-0.032890376,0.31470177,0.47955042,-0.033530466,0.36611012,0.26183096,-0.046566464,0.39370865,0.14531925,-0.053650077,0.41001946,0.04995048,-0.0588886,0.36171255,0.5198792,-0.061526805,0.40585354,0.30343926,-0.07250639,0.42428958,0.18210724,-0.076625526,0.4337208,0.085888624,-0.079555266,0.41673768,0.5808432,-0.08542613,0.44839934,0.3972036,-0.09135308,0.46272942,0.29888666,-0.08784163,0.4734296,0.21148086,-0.08438398,1
0.3116878,0.8728423,4.4742478e-07,0.2646387,0.7260741,0.033720378,0.24768281,0.57993746,0.037658498,0.24513529,0.4596202,0.034784015,0.2281502,0.39189172,0.028902305,0.2559549,0.44839388,-0.0041443873,0.29596162,0.25951797,-0.02203479,0.32523936,0.1586999,-0.03167835,0.34627026,0.08107716,-0.03680366,0.29684213,0.46868423,-0.033202417,0.34751478,0.25200826,-0.045543674,0.37727484,0.13626242,-0.050328013,0.39714083,0.04740873,-0.05443994,0.34538734,0.50946105,-0.05932919,0.39055812,0.29355723,-0.0712925,0.4111035,0.17121157,-0.07558851,0.4236801,0.07420471,-0.0791463,0.40216762,0.56915146,-0.08189005,0.4339955,0.3877683,-0.09228419,0.44815117,0.28885496,-0.09317652,0.45837995,0.19924372,-0.09297079,1
0.29369417,0.8670181,4.1491612e-07,0.24259669,0.73150337,0.035970308,0.2225343,0.5785837,0.04266903,0.21817145,0.45471564,0.042017177,0.19070897,0.39370537,0.038463075,0.22948617,0.44651783,0.00081576046,0.26389533,0.2470834,-0.014464154,0.29400626,0.14384592,-0.021279529,0.31768546,0.07279891,-0.023697693,0.2727792,0.46810126,-0.027668074,0.31342936,0.24434152,-0.037497617,0.34381565,0.12649128,-0.0396049,0.36626682,0.04436055,-0.040897615,0.32503685,0.5078161,-0.052978717,0.36068323,0.2838114,-0.062355567,0.38140953,0.16693026,-0.064064056,0.39380854,0.08089048,-0.06503227,0.38450825,0.56208897,-0.07459569,0.40959537,0.37504748,-0.08247977,0.4208038,0.2781347,-0.081232175,0.4279164,0.19521624,-0.07883034,1
0.2701967,0.868622,5.0922677e-07,0.20792314,0.738123,0.032051984,0.1786148,0.59147996,0.034356803,0.16893166,0.4718327,0.029576214,0.15312026,0.40126786,0.022921335,0.18952498,0.44764492,3.0136214e-05,0.22520147,0.23886263,-0.014893239,0.25416872,0.13468999,-0.021984637,0.27539822,0.064855516,-0.024561547,0.23952982,0.466496,-0.026349038,0.27715942,0.23511004,-0.0347814,0.30341992,0.11661953,-0.0369096,0.32286823,0.03539756,-0.038449418,0.29849756,0.5007189,-0.04998694,0.3291981,0.27108276,-0.05663768,0.34421402,0.15528998,-0.056703217,0.35173345,0.07171407,-0.05689344,0.36548412,0.54908675,-0.07040093,0.38877296,0.36168313,-0.073348396,0.3932042,0.26850364,-0.06855068,0.39022985,0.18941978,-0.06377001,1
0.24731612,0.8856895,4.2805948e-07,0.18250251,0.754625,0.034293372,0.14797612,0.59801507,0.041015916,0.13517442,0.47354048,0.04213376,0.10920502,0.41042072,0.04094069,0.1596928,0.46618077,-0.00043909007,0.18915029,0.25472367,-0.01269581,0.21390885,0.14226887,-0.017139915,0.23172346,0.068086624,-0.017659938,0.21483874,0.48412654,-0.024991082,0.24916837,0.24679638,-0.032018904,0.2722631,0.12350136,-0.032228697,0.28875837,0.04215318,-0.031728268,0.27593046,0.5162012,-0.045883622,0.3012773,0.28164142,-0.051486574,0.31182194,0.16235837,-0.05080546,0.31791753,0.0772132,-0.050271735,0.34124723,0.56347334,-0.06282953,0.36021224,0.37796348,-0.067552626,0.36312127,0.27814233,-0.064349495,0.36170822,0.19355956,-0.060059182,1
0.23013283,0.89518094,3.8169628e-07,0.1589426,0.7677265,0.034644097,0.12288903,0.6089046,0.044113204,0.109190375,0.47794858,0.048160166,0.07663889,0.4174789,0.049986303,0.13439088,0.47334233,0.005504215,0.16181529,0.26526707,-0.0048576146,0.18334001,0.15078717,-0.008493214,0.19902056,0.06938726,-0.008902818,0.1892691,0.4856029,-0.018507896,0.2186247,0.25312597,-0.023741221,0.23812282,0.13016295,-0.023084097,0.25071666,0.04151264,-0.022313504,0.24938716,0.51469535,-0.039221216,0.27191272,0.28715166,-0.044265497,0.28256398,0.1687355,-0.043425985,0.28742182,0.07882169,-0.043028336,0.31355804,0.55927044,-0.056097236,0.3299586,0.3739915,-0.061075114,0.33522132,0.27586406,-0.058504153,0.3360937,0.19050953,-0.05510797,1
0.21996413,0.9006054,3.8056598e-07,0.14538175,0.77220476,0.032106377,0.1031854,0.6063086,0.039198894,0.08124918,0.47506422,0.041435063,0.038752317,0.4230278,0.040745243,0.10993201,0.4800835,-0.0047432617,0.13199565,0.26913106,-0.017570099,0.14888494,0.15166596,-0.02238764,0.16031674,0.06773031,-0.024225442,0.16603035,0.49085814,-0.028923426,0.18899085,0.2568994,-0.037283525,0.20491628,0.13395977,-0.03875693,0.21313739,0.04723072,-0.039935056,0.22867411,0.51715523,-0.04942728,0.24742478,0.285572,-0.058203228,0.25524387,0.16309163,-0.06117743,0.25564724,0.069233656,-0.063624874,0.29579237,0.55859405,-0.06580102,0.31013718,0.36725307,-0.075578,0.31189725,0.26710778,-0.07668595,0.3075695,0.1809217,-0.07582604,1
0.21575253,0.89508593,4.8523765e-07,0.13132016,0.76783645,0.028542344,0.07634193,0.59994864,0.032004517,0.041145295,0.46239576,0.031737387,-0.0083126575,0.4164635,0.028121592,0.08913505,0.49462858,-0.018702801,0.11057606,0.2726427,-0.034057707,0.12869659,0.14983231,-0.03842277,0.1427027,0.061754733,-0.039775252,0.15205592,0.5021382,-0.042052653,0.17633885,0.25542873,-0.05232498,0.19409402,0.12666517,-0.051829636,0.20555583,0.037942976,-0.05196139,0.22026476,0.524844,-0.06115929,0.23813474,0.28402007,-0.07081203,0.24794248,0.15812555,-0.0716445,0.2504828,0.063643485,-0.07315128,0.28970158,0.56069696,-0.07618267,0.29818904,0.36290705,-0.08739701,0.29715177,0.25905168,-0.087910175,0.29119772,0.1688048,-0.086886324,1
0.20713791,0.8937418,5.146587e-07,0.11906023,0.76932347,0.022886293,0.060534023,0.60150045,0.022272347,0.019518241,0.45853692,0.019777358,-0.034149945,0.41374683,0.013874549,0.07839673,0.49938685,-0.033883456,0.09217949,0.27248448,-0.051937953,0.10680795,0.14930272,-0.056711946,0.11746719,0.059515715,-0.05844407,0.14376228,0.50851285,-0.05498404,0.1608866,0.25778484,-0.06882374,0.17319126,0.12846768,-0.06878876,0.17893434,0.0389947,-0.06919211,0.21357857,0.53156483,-0.07131485,0.22595313,0.28665847,-0.08443288,0.23094784,0.15617606,-0.0863326,0.22836974,0.058303565,-0.08824798,0.2826913,0.5688275,-0.08347466,0.29226243,0.36780715,-0.09649609,0.2895402,0.26197976,-0.09723425,0.2804644,0.17192805,-0.096362114,1
0.20681588,0.89687395,5.421459e-07,0.11473341,0.78107053,0.022207158,0.051555134,0.61764,0.020376777,0.008904278,0.47064793,0.017031271,-0.04486735,0.4166642,0.010615942,0.06946086,0.50709784,-0.04074459,0.08064433,0.27021807,-0.05982881,0.095432475,0.14306939,-0.06324515,0.10586249,0.05082366,-0.063120425,0.1350539,0.51390016,-0.06090416,0.14928445,0.2533294,-0.075503066,0.16087659,0.12141922,-0.07279963,0.16617773,0.029927284,-0.07063541,0.20574155,0.5325726,-0.07595904,0.2142615,0.27992886,-0.08818881,0.21895154,0.14638767,-0.08779464,0.21623567,0.047321737,-0.08788405,0.2758535,0.56606895,-0.086904384,0.2841553,0.36035314,-0.09707914,0.2818122,0.25554454,-0.09521257,0.27292445,0.16727439,-0.09242165,1
0.20362996,0.904585,6.006482e-07,0.11015661,0.7910266,0.021224704,0.042275377,0.634214,0.016010804,-0.0016795099,0.4840525,0.009970713,-0.05340837,0.42010212,0.00081447966,0.061335847,0.51591474,-0.050582368,0.07432122,0.26983336,-0.07155074,0.08782147,0.139628,-0.076263525,0.09573238,0.047002852,-0.07709404,0.12948653,0.52094316,-0.070482545,0.14476421,0.2461451,-0.08486012,0.1545459,0.10966149,-0.081441395,0.15682922,0.019028455,-0.07959147,0.20116724,0.53908646,-0.08458432,0.20947257,0.2723239,-0.09584414,0.21210003,0.13705173,-0.09439156,0.20736942,0.04200515,-0.09472376,0.27310857,0.57176155,-0.0944889,0.28257728,0.36203414,-0.10406518,0.2790257,0.25575006,-0.10140301,0.26875204,0.16797474,-0.09835077,1
0.2053302,0.90110296,6.2627765e-07,0.108818874,0.7848308,0.023628842,0.038627103,0.6322877,0.018338457,-0.0078074187,0.48764476,0.0119130425,-0.06193143,0.43907467,0.0020355869,0.05981379,0.52307254,-0.052752443,0.07072462,0.26771188,-0.07226224,0.08494025,0.13657686,-0.07404438,0.09448533,0.04624477,-0.07249229,0.12903199,0.52545863,-0.07313942,0.141208,0.24038422,-0.08648742,0.15044887,0.1007348,-0.080193736,0.15304479,0.011898369,-0.07590328,0.20155255,0.5414889,-0.08692472,0.20611818,0.2667371,-0.09600341,0.20753416,0.12964952,-0.09125891,0.20161659,0.035701394,-0.08942584,0.2737106,0.57339084,-0.09627593,0.27982512,0.36141065,-0.102842465,0.27462265,0.2545777,-0.096925125,0.26285127,0.16844934,-0.09170657,1
0.2076238,0.90603685,5.953914e-07,0.11004031,0.78845966,0.03046478,0.039104298,0.6395456,0.027821066,-0.0060392767,0.49478716,0.023780826,-0.05872506,0.44175288,0.016079025,0.06043505,0.5249258,-0.054152764,0.07033661,0.26890832,-0.07197756,0.08327734,0.13574332,-0.07097759,0.09138197,0.04490134,-0.06736234,0.12988758,0.5269494,-0.076083556,0.14097404,0.24041814,-0.08959732,0.15040392,0.09802723,-0.08164283,0.15346837,0.0072354376,-0.07587886,0.20253418,0.5422354,-0.09010137,0.2050739,0.26768196,-0.09875508,0.20624432,0.13045418,-0.09255614,0.20079195,0.035799295,-0.08969071,0.27429628,0.57376534,-0.09869766,0.27914846,0.36293036,-0.103370644,0.27332762,0.25706214,-0.095764734,0.2618078,0.17163923,-0.08951631,1
0.21182571,0.9105954,6.224372e-07,0.11170404,0.79631937,0.027049001,0.039327227,0.6470537,0.023139933,-0.0060436875,0.50126946,0.017993465,-0.05935453,0.4484904,0.009108242,0.060600124,0.53248245,-0.05598273,0.06977136,0.27344304,-0.07591465,0.082801044,0.13948661,-0.076674335,0.09198282,0.04758984,-0.07395338,0.13067262,0.53175616,-0.07762015,0.13998619,0.24249366,-0.0921463,0.14840162,0.09649381,-0.08570988,0.15154833,0.002654314,-0.080958724,0.20397662,0.54436547,-0.09193249,0.20567973,0.26857907,-0.10173731,0.20614615,0.1294736,-0.09724869,0.19982114,0.03292483,-0.09539211,0.27625257,0.57324886,-0.10127096,0.28045678,0.36019868,-0.10759172,0.2740253,0.25444752,-0.101250224,0.26179713,0.16942927,-0.09565333,1
0.21514547,0.9080319,6.761977e-07,0.11346975,0.7972091,0.020405723,0.037436165,0.6458056,0.012961954,-0.009956196,0.49749875,0.0049980814,-0.062567756,0.4300484,-0.006341216,0.06499064,0.53569406,-0.06206291,0.07155467,0.27291465,-0.08404244,0.08419894,0.13836342,-0.08543902,0.0931634,0.046755016,-0.0830977,0.13553105,0.53313786,-0.082185164,0.14395997,0.2409823,-0.09949615,0.15133533,0.09227756,-0.094171,0.1532036,-0.0030485392,-0.08980434,0.20894125,0.54558045,-0.09558671,0.20972407,0.2693005,-0.10794046,0.20844033,0.12855771,-0.103783585,0.19976376,0.030318052,-0.101808086,0.28089762,0.5754214,-0.10454927,0.28357273,0.36367536,-0.11330638,0.27649266,0.2552565,-0.10755478,0.2639354,0.16883716,-0.10205452,1
0.22137257,0.91251016,6.434284e-07,0.119140595,0.801067,0.025435884,0.04587379,0.6540357,0.020444188,0.006127447,0.50541115,0.014329799,-0.03933975,0.43273273,0.0051932414,0.06744155,0.53188324,-0.056871567,0.07523895,0.27126837,-0.07884024,0.088253446,0.13632059,-0.082010634,0.09706343,0.043648362,-0.080790944,0.13992481,0.5306859,-0.07870137,0.14836389,0.23923504,-0.09419417,0.15648776,0.08953595,-0.08941018,0.15909413,-0.0066004395,-0.08589458,0.21505111,0.5447541,-0.09346107,0.21485907,0.27015913,-0.10361594,0.21433997,0.13070974,-0.0990341,0.20758337,0.03507495,-0.09712108,0.28863513,0.5750867,-0.10349434,0.28838074,0.36603206,-0.11041184,0.27970284,0.25829744,-0.103733875,0.2669196,0.1714431,-0.09757317,1
0.22464925,0.916695,6.610894e-07,0.123030104,0.79678017,0.016797932,0.04988884,0.64244115,0.007998903,0.0066777617,0.4958213,-0.0011317126,-0.044080406,0.4308231,-0.013116163,0.07694624,0.5294332,-0.059118863,0.08553504,0.27286795,-0.08482125,0.09661394,0.13671821,-0.09119506,0.10361764,0.039859086,-0.09229751,0.14839283,0.53006566,-0.07897593,0.15711278,0.24878383,-0.098190345,0.16346692,0.099933,-0.09614765,0.16415107,0.0015319586,-0.09441552,0.22322561,0.5460317,-0.09313458,0.22436681,0.27834505,-0.10770403,0.224296,0.13859725,-0.10476206,0.21739197,0.03954512,-0.103253126,0.29661253,0.57820493,-0.10347904,0.29705948,0.37055486,-0.11455748,0.28945002,0.26284203,-0.109597534,0.2773292,0.17584178,-0.104317404,1
0.23139542,0.9203801,6.468923e-07,0.13406694,0.79777765,0.01219222,0.06081157,0.62984824,0.002749559,0.013222992,0.48389497,-0.006711889,-0.040538013,0.42537242,-0.019147823,0.087161034,0.5262697,-0.055592768,0.0962113,0.27719754,-0.08229032,0.10596682,0.13941273,-0.09223809,0.11146088,0.038316935,-0.096586086,0.15768233,0.5292694,-0.07455072,0.16893816,0.25323805,-0.09372129,0.17585552,0.10306817,-0.09571603,0.17656283,0.0017464161,-0.09763112,0.23213096,0.5470013,-0.08870445,0.23637031,0.2844487,-0.10297965,0.23634891,0.14202091,-0.10334624,0.22925642,0.039773494,-0.10503427,0.3054952,0.578835,-0.099737935,0.308644,0.3764499,-0.11194017,0.30209103,0.26723924,-0.10999243,0.29085097,0.17894173,-0.10757889,1
0.24153924,0.9100378,5.3889596e-07,0.14400598,0.783093,0.014980959,0.07440199,0.61469847,0.008887743,0.027622357,0.47096318,0.0029652114,-0.02747731,0.41917798,-0.005406666,0.101518616,0.5163468,-0.045595717,0.11293184,0.27326646,-0.065939754,0.12241918,0.14148933,-0.07075055,0.12911358,0.046524376,-0.0715737,0.17330277,0.51819456,-0.06243574,0.1837659,0.2475856,-0.07493403,0.19171256,0.10823995,-0.071899995,0.19541658,0.015256703,-0.070241444,0.24840236,0.5334935,-0.07440871,0.2506737,0.27414626,-0.08290996,0.25123477,0.13947353,-0.079301335,0.2466447,0.04257664,-0.07869232,0.32126284,0.56258315,-0.08305807,0.32149166,0.3642531,-0.091106944,0.31536123,0.26010004,-0.087061964,0.30475074,0.17568704,-0.08326602,1
0.25614393,0.9053854,4.4777573e-07,0.16133673,0.7807971,0.017504971,0.094882935,0.60996425,0.016448375,0.05388342,0.47074974,0.014323345,0.0031708628,0.42544758,0.009649284,0.12512401,0.5082057,-0.0324513,0.13198578,0.27392903,-0.051167373,0.14161286,0.14016497,-0.056335017,0.15019196,0.044763893,-0.057605132,0.19509877,0.50616145,-0.050796103,0.20236965,0.25011897,-0.06230428,0.21230839,0.10922563,-0.061265886,0.2197342,0.013389051,-0.060675286,0.26815057,0.52230245,-0.0651634,0.26778388,0.27863503,-0.07463961,0.2692993,0.14509621,-0.07457575,0.2659941,0.04617122,-0.07593701,0.3397295,0.5544446,-0.076287426,0.33894387,0.36882573,-0.08779942,0.33284324,0.26667532,-0.08771365,0.32260758,0.18335131,-0.086416654,1
0.2823624,0.9040202,3.851911e-07,0.18980409,0.7878181,0.010287988,0.12306263,0.62080234,0.0045159273,0.08653095,0.47887072,-0.0019361497,0.038648933,0.41708767,-0.00974254,0.15399781,0.5011918,-0.034074657,0.15571709,0.2665913,-0.053276747,0.16438943,0.13614821,-0.05915893,0.170926,0.043365538,-0.060638126,0.2249365,0.5025834,-0.04945826,0.22850111,0.2524657,-0.061252784,0.23625566,0.12878886,-0.059397295,0.24067385,0.046082318,-0.057513595,0.300232,0.51987183,-0.061770383,0.29862246,0.28153127,-0.06985518,0.29860997,0.15663356,-0.06530855,0.29423687,0.066830575,-0.06289396,0.37510225,0.5506146,-0.07196983,0.36737764,0.36180502,-0.08066233,0.35867473,0.26210198,-0.07610533,0.34609252,0.1817086,-0.07083027,1
